age,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
11,0.000111,0.000111919,0.000108973,0.000106105,0.00010208,0.0000991,0.0000964,0.0000944,0.0000914,0.0000884,0.0000856,0.0000835,0.0000808,0.0000789,0.0000759,0.000074,0.0000721,0.0000701,0.0000682,0.0000654,0.0000637,0.0000617,0.0000606,0.0000586,0.0000569,0.0000549,0.0000532,0.0000521,0.0000503,0.0000494,0.0000474,0.0000465,0.0000448,0.0000438,0.0000421,0.0000409,0.0000399,0.000039,0.0000372,0.0000363,0.0000353,0.0000347,0.0000337,0.0000327,0.0000317,0.0000308,0.0000298,0.0000291,0.0000281,0.0000271,0.0000265
12,0.000121,0.000121,0.000118,0.000115,0.000111,0.000108,0.000105,0.000103,0.0001,0.000097,0.000094,0.000092,0.000089,0.000087,0.000084,0.000082,0.00008,0.000078,0.000076,0.000073,0.000071,0.000069,0.000068,0.000066,0.000064,0.000062,0.00006,0.000059,0.000057,0.000056,0.000054,0.000053,0.000051,0.00005,0.000048,0.000047,0.000046,0.000045,0.000043,0.000042,0.000041,0.00004,0.000039,0.000038,0.000037,0.000036,0.000035,0.000034,0.000033,0.000032,0.000031
13,0.000121,0.000137759,0.000134633,0.000131383,0.000127352,0.000124221,0.000120921,0.000118754,0.000115653,0.000112514,0.000109318,0.000107268,0.000103974,0.000101752,0.0000986,0.0000965,0.0000943,0.0000922,0.00009,0.0000868,0.0000845,0.0000823,0.0000812,0.0000792,0.0000768,0.0000747,0.0000724,0.0000714,0.0000691,0.000068,0.0000658,0.0000647,0.0000624,0.0000612,0.000059,0.000058,0.0000569,0.0000557,0.0000535,0.0000523,0.0000512,0.0000498,0.0000487,0.0000476,0.0000465,0.0000454,0.0000443,0.000043,0.0000419,0.0000408,0.0000394
14,0.000155,0.000163079,0.000159778,0.000156172,0.0001521,0.000148773,0.00014521,0.000142625,0.000139354,0.000136013,0.000132699,0.000130407,0.000126831,0.000124276,0.000120975,0.000118664,0.00011611,0.000113831,0.000111312,0.000107953,0.00010538,0.000102848,0.000101599,0.0000993,0.0000968,0.0000944,0.0000919,0.0000907,0.0000881,0.0000866,0.0000843,0.0000828,0.0000802,0.0000789,0.0000764,0.0000752,0.000074,0.0000725,0.00007,0.0000686,0.0000674,0.0000655,0.0000643,0.000063,0.0000616,0.0000604,0.0000591,0.0000575,0.0000563,0.0000549,0.0000532
15,0.000176,0.000196974,0.000193472,0.000189431,0.000185362,0.000181809,0.000178053,0.0001748,0.000171322,0.000167757,0.000164454,0.00016173,0.000157934,0.00015495,0.000151418,0.000148913,0.000145913,0.000143437,0.000140472,0.000137111,0.000134315,0.000131333,0.000129676,0.000127199,0.000124387,0.000121863,0.000119071,0.000117468,0.000114608,0.000112736,0.000110182,0.000108308,0.000105427,0.000103937,0.00010114,0.0000996,0.0000981,0.0000962,0.0000937,0.0000919,0.0000904,0.0000881,0.0000867,0.0000852,0.0000834,0.0000819,0.0000805,0.0000786,0.0000771,0.0000753,0.0000734
16,0.000245,0.000238201,0.000234477,0.000229957,0.000225939,0.000222161,0.000218286,0.000214173,0.00021046,0.000206677,0.00020352,0.000200197,0.000196275,0.000192792,0.000189026,0.000186305,0.000182795,0.000180092,0.000176603,0.000173405,0.000170478,0.000166977,0.000164711,0.000161983,0.00015905,0.000156295,0.000153371,0.00015114,0.000148151,0.000145748,0.000142953,0.000140549,0.000137547,0.000135818,0.000132888,0.000130656,0.000128958,0.000126542,0.000124225,0.000121805,0.000120109,0.000117404,0.000115701,0.000113999,0.000111575,0.000109872,0.000108178,0.000106201,0.000104435,0.000102065,0.000100024
17,0.000273,0.000283,0.000279,0.000274,0.00027,0.000266,0.000262,0.000257,0.000253,0.000249,0.000246,0.000242,0.000238,0.000234,0.00023,0.000227,0.000223,0.00022,0.000216,0.000213,0.00021,0.000206,0.000203,0.0002,0.000197,0.000194,0.000191,0.000188,0.000185,0.000182,0.000179,0.000176,0.000173,0.000171,0.000168,0.000165,0.000163,0.00016,0.000158,0.000155,0.000153,0.00015,0.000148,0.000146,0.000143,0.000141,0.000139,0.000137,0.000135,0.000132,0.00013
18,0.000329,0.000325495,0.000321094,0.000315649,0.000311464,0.000307213,0.000302912,0.00029726,0.000292857,0.000288594,0.000285513,0.000280909,0.000276738,0.000272262,0.000267994,0.000264571,0.000260204,0.000256768,0.000252383,0.000249324,0.000246179,0.000241811,0.000238128,0.000234826,0.000231661,0.000228359,0.000225194,0.000221484,0.000218483,0.000214916,0.000211759,0.000208194,0.000205188,0.000202873,0.000199697,0.00019608,0.00019374,0.000190272,0.000188405,0.000184945,0.000182585,0.000179447,0.000177092,0.000174737,0.000171368,0.000169013,0.000166632,0.0001646,0.000162412,0.00015889,0.00015692
19,0.000383,0.000363152,0.000358201,0.000352345,0.000347699,0.000343129,0.000338295,0.0003323,0.000327352,0.000322745,0.000319237,0.000314154,0.000309652,0.000304752,0.000300141,0.000296137,0.000291534,0.000287511,0.000282884,0.000279384,0.000275945,0.000271348,0.000267126,0.000263467,0.000259966,0.000256278,0.000252784,0.000248527,0.000245436,0.000241385,0.000238077,0.000234028,0.000230909,0.000228224,0.000224684,0.000220716,0.000217995,0.00021423,0.000212141,0.000208395,0.000205621,0.000202468,0.000199703,0.000196936,0.000193467,0.000190701,0.000187873,0.000185711,0.000183358,0.000179498,0.00017743
20,0.000396,0.000395463,0.000389846,0.0003836,0.000378252,0.000373279,0.000367732,0.00036165,0.000356042,0.000351007,0.000346774,0.000341327,0.000336352,0.000331069,0.000326036,0.000321343,0.000316598,0.000311889,0.000307122,0.00030286,0.000298978,0.000294244,0.000289644,0.000285572,0.000281589,0.000277454,0.000273485,0.00026886,0.000265557,0.000261116,0.000257627,0.000253189,0.000249831,0.000246729,0.00024268,0.000238601,0.000235469,0.000231557,0.000228926,0.00022504,0.000221829,0.000218729,0.000215525,0.000212318,0.000208956,0.00020575,0.000202461,0.00020006,0.000197534,0.000193518,0.000191205
21,0.000433,0.000422944,0.000416614,0.000409989,0.000403806,0.00039835,0.000392029,0.000385999,0.000379679,0.000374162,0.000369037,0.000363304,0.000357792,0.000352151,0.00034664,0.000341246,0.000336391,0.000330989,0.000326121,0.000320951,0.000316524,0.00031168,0.000306838,0.000302311,0.00029779,0.000293197,0.00028869,0.00028384,0.000280219,0.000275472,0.000271755,0.000267009,0.000263332,0.000259786,0.000255202,0.000251157,0.000247594,0.000243631,0.000240292,0.000236349,0.000232718,0.000229683,0.000226056,0.000222425,0.000219263,0.000215633,0.000211932,0.000209231,0.000206497,0.000202456,0.000199806
22,0.000448,0.000447,0.00044,0.000433,0.000426,0.00042,0.000413,0.000407,0.0004,0.000394,0.000388,0.000382,0.000376,0.00037,0.000364,0.000358,0.000353,0.000347,0.000342,0.000336,0.000331,0.000326,0.000321,0.000316,0.000311,0.000306,0.000301,0.000296,0.000292,0.000287,0.000283,0.000278,0.000274,0.00027,0.000265,0.000261,0.000257,0.000253,0.000249,0.000245,0.000241,0.000238,0.000234,0.00023,0.000227,0.000223,0.000219,0.000216,0.000213,0.000209,0.000206
23,0.000453,0.000469393,0.000461846,0.000454466,0.000446808,0.000440227,0.000432778,0.000426642,0.000419068,0.000412627,0.000405935,0.0004,0.000393288,0.000386907,0.000380446,0.000374022,0.000368782,0.000362362,0.000357135,0.000350579,0.000345045,0.000339782,0.000334645,0.000329173,0.000323848,0.000318541,0.000313182,0.000308034,0.000303637,0.000298402,0.000294063,0.000288826,0.000284568,0.000280114,0.00027493,0.00027087,0.000266425,0.000262336,0.000257888,0.000253762,0.000249463,0.000246434,0.000242132,0.000237838,0.000234858,0.000230563,0.00022641,0.000223165,0.00021982,0.000215864,0.00021257
24,0.000508,0.000490912,0.000482933,0.000475167,0.000467021,0.000459835,0.000452146,0.000445701,0.000437664,0.000430821,0.00042363,0.000416969,0.000410419,0.000403637,0.000396749,0.000390067,0.000384492,0.000377814,0.000372258,0.000365412,0.000359401,0.000353776,0.000348494,0.000342569,0.000337048,0.000331523,0.000325929,0.000320614,0.000315815,0.000310357,0.000305633,0.000300173,0.000295716,0.000290818,0.000285641,0.000281417,0.00027653,0.00027229,0.000267592,0.000263273,0.00025874,0.000255605,0.000251067,0.000246543,0.000243443,0.000238917,0.000234733,0.000231291,0.000227539,0.000223614,0.000220084
25,0.000507,0.000512166,0.000503835,0.000495671,0.000487172,0.000479372,0.000471576,0.000464684,0.000456274,0.000449053,0.000441516,0.000434451,0.000427769,0.000420575,0.000413293,0.000406471,0.000400477,0.000393658,0.000387686,0.000380734,0.000374314,0.000368255,0.000362799,0.000356454,0.000350808,0.00034512,0.000339375,0.000333867,0.000328664,0.000323002,0.00031786,0.000312195,0.00030757,0.000302256,0.000297185,0.000292722,0.000287415,0.000282968,0.00027815,0.000273601,0.000268882,0.000265558,0.000260834,0.000256129,0.000252796,0.000248088,0.000243954,0.000240339,0.000236149,0.000232233,0.000228516
26,0.000523,0.0005339,0.000525248,0.000516675,0.000507909,0.0004995,0.000491637,0.000484208,0.000475488,0.000467891,0.000460105,0.000452593,0.000445787,0.000438182,0.000430532,0.000423627,0.000417152,0.000410248,0.000403789,0.000396822,0.00039007,0.00038354,0.000377854,0.000371144,0.000365366,0.000359535,0.000353673,0.00034794,0.000342335,0.00033649,0.000330917,0.000325069,0.000320277,0.000314588,0.000309618,0.000304881,0.000299196,0.000294492,0.000289604,0.000284816,0.000279947,0.000276339,0.000271467,0.000266611,0.000262965,0.000258106,0.000254052,0.000250261,0.000245641,0.000241704,0.000237835
27,0.000527,0.000557,0.000548,0.000539,0.00053,0.000521,0.000513,0.000505,0.000496,0.000488,0.00048,0.000472,0.000465,0.000457,0.000449,0.000442,0.000435,0.000428,0.000421,0.000414,0.000407,0.0004,0.000394,0.000387,0.000381,0.000375,0.000369,0.000363,0.000357,0.000351,0.000345,0.000339,0.000334,0.000328,0.000323,0.000318,0.000312,0.000307,0.000302,0.000297,0.000292,0.000288,0.000283,0.000278,0.000274,0.000269,0.000265,0.000261,0.000256,0.000252,0.000248
28,0.000598,0.000582405,0.000572977,0.000563525,0.000554266,0.000544703,0.000536396,0.000527839,0.000518554,0.000510099,0.000501854,0.000493329,0.000485993,0.000477621,0.00046928,0.000462103,0.000454555,0.000447382,0.000439807,0.000432649,0.000425487,0.000418055,0.00041163,0.000404428,0.000398038,0.000391802,0.000385587,0.00037927,0.000372886,0.000366758,0.000360355,0.000354233,0.000348951,0.000342717,0.000337446,0.000332231,0.000325999,0.000320671,0.000315431,0.000310276,0.000305145,0.000300639,0.000295513,0.000290355,0.000285994,0.000280842,0.000276815,0.000272545,0.000267254,0.000263139,0.000259014
29,0.000631,0.000610817,0.00060087,0.000590922,0.000581354,0.00057124,0.00056245,0.000553343,0.000543745,0.000534771,0.000526223,0.000517136,0.000509316,0.000500583,0.000491893,0.000484437,0.00047632,0.000468874,0.000460699,0.000453246,0.000445969,0.000438138,0.000431184,0.000423836,0.000416902,0.000410351,0.000403833,0.000397151,0.000390386,0.000384134,0.000377343,0.000371103,0.000365466,0.000359055,0.000353286,0.000347895,0.00034149,0.000335801,0.000330202,0.000324921,0.000319642,0.000314541,0.000309273,0.000303938,0.00029921,0.000293886,0.000289742,0.000285136,0.000279632,0.000275352,0.000271088
30,0.000671,0.000642954,0.000632402,0.000621887,0.000611941,0.00060126,0.000591839,0.000582163,0.000572196,0.000562631,0.000553706,0.000544019,0.000535582,0.000526475,0.000517409,0.000509565,0.000500852,0.000493021,0.000484234,0.000476364,0.000468957,0.000460745,0.000453172,0.000445685,0.000438098,0.000431151,0.000424235,0.000417146,0.000409994,0.000403586,0.000396411,0.000390018,0.000383966,0.000377398,0.00037096,0.000365403,0.000358845,0.00035276,0.000346717,0.000341293,0.000335834,0.000330088,0.000324643,0.00031911,0.000313996,0.000308477,0.000304128,0.000299121,0.000293452,0.000288964,0.000284527
31,0.000667,0.000679672,0.000668433,0.000657248,0.000646834,0.000635537,0.000625367,0.000615073,0.000604651,0.000594414,0.000585014,0.00057469,0.000565519,0.000556,0.000546507,0.000538152,0.000528814,0.000520471,0.00051107,0.000502677,0.000495059,0.000486464,0.000478202,0.000470522,0.000462224,0.000454796,0.000447388,0.000439857,0.000432298,0.000425657,0.000418086,0.000411459,0.000404946,0.000398199,0.00039099,0.000385244,0.000378506,0.000371986,0.000365458,0.000359818,0.000354126,0.000347729,0.000342049,0.000336294,0.000330762,0.00032502,0.000320385,0.000314912,0.000309091,0.000304361,0.000299688
32,0.000739,0.000722,0.00071,0.000698,0.000687,0.000675,0.000664,0.000653,0.000642,0.000631,0.000621,0.00061,0.0006,0.00059,0.00058,0.000571,0.000561,0.000552,0.000542,0.000533,0.000525,0.000516,0.000507,0.000499,0.00049,0.000482,0.000474,0.000466,0.000458,0.000451,0.000443,0.000436,0.000429,0.000422,0.000414,0.000408,0.000401,0.000394,0.000387,0.000381,0.000375,0.000368,0.000362,0.000356,0.00035,0.000344,0.000339,0.000333,0.000327,0.000322,0.000317
33,0.000739,0.000770951,0.00075812,0.000745127,0.000733396,0.00072057,0.000708695,0.000696867,0.00068513,0.000673265,0.000662516,0.000650802,0.000639899,0.000629316,0.000618702,0.000608911,0.000598209,0.000588391,0.000577822,0.00056815,0.000559517,0.000550065,0.000540302,0.000531785,0.000522153,0.000513488,0.000504795,0.000496306,0.000487815,0.000480279,0.000471799,0.000464236,0.000456738,0.000449361,0.00044063,0.000434272,0.000426874,0.000419346,0.000411935,0.00040537,0.000398961,0.00039146,0.000385028,0.000378755,0.000372222,0.000365923,0.000360485,0.000353899,0.000347651,0.000342363,0.000336914
34,0.0008,0.000826733,0.000812996,0.00079885,0.000786243,0.000772474,0.000759677,0.000746905,0.000734276,0.000721454,0.000709809,0.000697341,0.000685473,0.000674197,0.000662863,0.000652145,0.000640696,0.000629921,0.000618798,0.000608392,0.000598885,0.000588922,0.000578376,0.000569154,0.000558949,0.000549533,0.00054006,0.00053105,0.000522015,0.000513775,0.000504757,0.000496456,0.000488437,0.000480557,0.000471167,0.000464334,0.000456406,0.000448305,0.000440533,0.000433217,0.000426297,0.000418385,0.000411415,0.000404828,0.000397705,0.000391062,0.000385109,0.000377897,0.000371324,0.000365717,0.000359708
35,0.000873,0.000889233,0.000874505,0.000859094,0.000845473,0.000830668,0.000816888,0.000803081,0.000789423,0.000775572,0.000762901,0.000749637,0.000736751,0.000724673,0.000712523,0.000700769,0.000688524,0.000676692,0.000665004,0.0006538,0.000643224,0.000632678,0.000621329,0.000611252,0.000600498,0.000590259,0.000579948,0.000570364,0.00056073,0.000551647,0.000542031,0.000532865,0.000524278,0.000515779,0.000505798,0.000498368,0.000489804,0.000481093,0.00047297,0.000464776,0.000457247,0.00044898,0.000441384,0.000434423,0.000426673,0.000419636,0.000413087,0.000405235,0.000398261,0.000392282,0.000385632
36,0.000961,0.000958163,0.000942352,0.000925626,0.000910867,0.000894969,0.000880129,0.00086523,0.000850435,0.000835511,0.00082171,0.000807603,0.000793665,0.000780678,0.000767631,0.000754767,0.000741672,0.000728739,0.000716442,0.000704373,0.000692602,0.000681384,0.000669216,0.000658188,0.000646857,0.000635747,0.000624576,0.00061434,0.000604051,0.000594028,0.000583752,0.000573658,0.000564423,0.000555209,0.000544695,0.000536543,0.000527273,0.000517923,0.000509413,0.000500289,0.000492062,0.000483453,0.000475169,0.000467747,0.000459359,0.000451872,0.000444641,0.000436177,0.000428726,0.000422295,0.000414963
37,0.001014,0.001033,0.001016,0.000998,0.000982,0.000965,0.000949,0.000933,0.000917,0.000901,0.000886,0.000871,0.000856,0.000842,0.000828,0.000814,0.0008,0.000786,0.000773,0.00076,0.000747,0.000735,0.000722,0.00071,0.000698,0.000686,0.000674,0.000663,0.000652,0.000641,0.00063,0.000619,0.000609,0.000599,0.000588,0.000579,0.000569,0.000559,0.00055,0.00054,0.000531,0.000522,0.000513,0.000505,0.000496,0.000488,0.00048,0.000471,0.000463,0.000456,0.000448
38,0.001096,0.001113426,0.001095119,0.001075967,0.001058645,0.001040576,0.001023295,0.001006229,0.000988995,0.00097195,0.00095572,0.000939767,0.000923716,0.000908602,0.000893613,0.000878502,0.000863532,0.000848572,0.000834724,0.000820726,0.000806558,0.000793646,0.000779801,0.000766882,0.000754049,0.000741169,0.000728418,0.000716507,0.000704737,0.000692786,0.000680994,0.000669197,0.000658274,0.000647443,0.000635984,0.000626009,0.000615304,0.000604652,0.000594992,0.000584276,0.000574441,0.000564936,0.000555228,0.000546499,0.000536947,0.000528363,0.000519504,0.000510093,0.000501474,0.000493753,0.000485153
39,0.001198,0.001201126,0.001181381,0.001161162,0.001142419,0.001123287,0.001104584,0.001086457,0.001067949,0.001049856,0.00103235,0.001015361,0.000998243,0.000981899,0.000965862,0.00094965,0.000933625,0.000917779,0.000902918,0.000887841,0.000872557,0.00085859,0.000843866,0.000830059,0.000816211,0.00080244,0.000788989,0.000776013,0.000763393,0.000750509,0.000737843,0.000725334,0.000713328,0.000701612,0.000689683,0.000678611,0.000667208,0.00065588,0.000645375,0.000634086,0.000623349,0.000613202,0.000602781,0.00059317,0.000583104,0.000573848,0.000564045,0.000554316,0.000545001,0.000536403,0.000527258
40,0.001254,0.001298821,0.001277491,0.001256198,0.0012359,0.001215648,0.001195366,0.001176122,0.001156261,0.001137054,0.001118194,0.001100048,0.001081797,0.001064083,0.0010469,0.001029548,0.001012357,0.000995621,0.000979569,0.000963315,0.000946908,0.000931744,0.000916067,0.000901344,0.000886293,0.00087158,0.000857416,0.000843228,0.000829647,0.000815812,0.00080217,0.000788962,0.000775731,0.000763048,0.000750588,0.000738303,0.000726164,0.000714092,0.000702569,0.00069078,0.00067906,0.000668122,0.000656948,0.000646316,0.00063572,0.000625688,0.000614868,0.00060484,0.000594739,0.000585122,0.000575439
41,0.001382,0.001409972,0.001386896,0.001364397,0.001342365,0.001320858,0.001298818,0.001278319,0.001256981,0.001236509,0.00121617,0.001196705,0.001177188,0.001157934,0.001139453,0.001120865,0.001102363,0.001084624,0.001067196,0.001049643,0.001032031,0.001015522,0.000998773,0.000983023,0.000966586,0.000950821,0.000935846,0.00092031,0.000905619,0.000890766,0.000876023,0.00086203,0.000847454,0.000833691,0.000820571,0.000806969,0.000793992,0.000781055,0.000768357,0.000756043,0.000743242,0.000731356,0.000719344,0.000707571,0.000696362,0.000685425,0.00067353,0.000663125,0.000652135,0.000641372,0.0006311
42,0.001552716,0.001584635,0.001558893,0.001534182,0.00150947,0.001485788,0.001461076,0.001438424,0.001414742,0.00139209,0.001369437,0.001347815,0.001326192,0.001304569,0.001283976,0.001263383,0.00124279,0.001223227,0.001203663,0.0011841,0.001164537,0.001146003,0.001127469,0.001109965,0.001091431,0.001073927,0.001057453,0.001039949,0.001023474,0.001007,0.000990525,0.000975081,0.000958606,0.000943161,0.000928746,0.000913302,0.000898886,0.000884471,0.000870056,0.000856671,0.000842256,0.00082887,0.000815485,0.000802099,0.000789743,0.000777387,0.000764002,0.000752676,0.00074032,0.000727964,0.000716638
43,0.001826622,0.001833616,0.0018042,0.001776034,0.001747551,0.001720604,0.001692202,0.00166632,0.001639304,0.001613373,0.001587446,0.001562705,0.001537983,0.001513049,0.001489392,0.001465883,0.001442316,0.001419892,0.001397361,0.001374993,0.00135256,0.001331264,0.001310118,0.001289953,0.001268556,0.001248494,0.00122966,0.001209533,0.001190487,0.001171669,0.001152751,0.00113499,0.001116053,0.001098224,0.001081739,0.00106389,0.001047297,0.001030662,0.001013964,0.000998781,0.000982147,0.000966648,0.000951244,0.000935761,0.000921579,0.000907207,0.000891907,0.000878928,0.000864671,0.000850253,0.000837279
44,0.002133327,0.00212417,0.002090627,0.002058259,0.002025436,0.001994607,0.001962041,0.001932305,0.00190147,0.001871622,0.001841937,0.001813564,0.001785192,0.001756477,0.001729221,0.001702313,0.001675325,0.001649384,0.00162347,0.001597924,0.001572107,0.001547708,0.001523505,0.001500115,0.001475505,0.00145242,0.001430684,0.001407666,0.001385602,0.001364055,0.001342332,0.001321685,0.001300096,0.001279504,0.001260448,0.001239986,0.001220756,0.001201447,0.001182223,0.00116476,0.001145613,0.001127676,0.001109873,0.001092117,0.001075659,0.001058926,0.001041591,0.001026425,0.001009993,0.000993331,0.000978329
45,0.002404555,0.002458425,0.002420236,0.002382894,0.002345139,0.002309743,0.002272517,0.002238242,0.002203072,0.00216864,0.002134678,0.002102102,0.002069492,0.00203651,0.002005079,0.001974253,0.001943359,0.001913227,0.00188347,0.001854338,0.001824611,0.001796713,0.001768969,0.00174177,0.001713589,0.00168699,0.001661776,0.001635564,0.001610021,0.001585313,0.001560401,0.001536285,0.001511823,0.001488077,0.001465916,0.001442607,0.001420265,0.001397823,0.001375804,0.001355546,0.001333574,0.001312858,0.001292265,0.001272031,0.001252827,0.001233367,0.001213846,0.001195943,0.001177052,0.001157947,0.001140519
